,Web ID,Region,Reported Date,Reported Year,Reported Month,Number Dead,Minimum Estimated Number of Missing,Total Dead and Missing,Number of Survivors,Number of Females,Number of Males,Number of Children,Cause of Death,Location Description,Information Source,Location Coordinates,Migration Route,URL,UNSD Geographical Grouping,Source Quality
4426,44222,North Africa,2017-10-22,2017,Oct,6,0,6,1,1,6,1,Accident,"Unspecified location in the Sahara desert, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),"13.853759770000, 28.464013180000",Unknown,Unknown,Northern Africa,2
4427,44214,North Africa,2017-10-21,2017,Oct,1,0,1,1,1,1,1,Accident,"Kufra, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),"21.856858600000, 23.311238900000",Unknown,Unknown,Northern Africa,2
4428,44213,Horn of Africa,2017-10-21,2017,Oct,1,0,1,1,1,1,1,Starvation,"Eritrea, near the border with Sudan",Mixed Migration Monitoring Mechanism Initiative (4Mi),"36.506691600000, 15.139950330000",Unknown,Unknown,Eastern Africa,2
4429,44212,Sub-Saharan Africa,2017-10-21,2017,Oct,2,0,2,1,2,1,1,Starvation,"Agadez, Niger",Mixed Migration Monitoring Mechanism Initiative (4Mi),"7.986535000000, 16.974168900000",Unknown,Unknown,Northern Africa,2
4430,43909,North Africa,2017-10-21,2017,Oct,6,0,6,13,1,1,1,Accident,"Motorway between Asilah and Tanger, near Akouas Briech, Morocco",Le360,"35.514650438339, -5.988293378516",Unknown,"http://bit.ly/2xzHO5U, http://bit.ly/2yWcFO2",Northern Africa,3
4431,44211,Sub-Saharan Africa,2017-10-21,2017,Oct,3,0,3,1,1,3,1,Murdered,"Agadez, Niger",Mixed Migration Monitoring Mechanism Initiative (4Mi),"7.986535000000, 16.974168900000",Unknown,Unknown,Western Africa,2
4432,44216,North Africa,2017-10-21,2017,Oct,1,0,1,1,1,1,1,Health Condition,"Sahara desert, near Egypt-Libya border",Mixed Migration Monitoring Mechanism Initiative (4Mi),"24.916992190000, 29.430328420000",Unknown,Unknown,Northern Africa,2
4433,44215,Sub-Saharan Africa,2017-10-21,2017,Oct,1,0,1,1,1,1,1,Health Condition,"Ougadougou, Burkina Faso",Mixed Migration Monitoring Mechanism Initiative (4Mi),"-1.519660300000, 12.371427700000",Unknown,Unknown,Western Africa,2
4434,44208,North Africa,2017-10-20,2017,Oct,3,0,3,1,1,3,1,Starvation,Egypt-Libya border,Mixed Migration Monitoring Mechanism Initiative (4Mi),"24.981536870000, 30.664494070000",Unknown,Unknown,Northern Africa,2
4435,44207,North Africa,2017-10-20,2017,Oct,1,0,1,1,1,1,1,Accident,"Bani Walid, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),"14.053676000000, 31.797583100000",Unknown,Unknown,Northern Africa,2
4436,43957,US-Mexico Border,2017-10-20,2017,Oct,1,0,1,1,1,1,1,Unknown,"Pima County, Arizona, USA",Pima County Office of the Medical Examiner,"31.967683100000, -113.013308300000",Central America to US,http://www.humaneborders.info/,Northern America,5
4437,44210,Sub-Saharan Africa,2017-10-20,2017,Oct,5,0,5,1,1,1,1,Accident,"Unspecified location in the Sahara desert, Niger",Mixed Migration Monitoring Mechanism Initiative (4Mi),"12.875976560000, 21.678486370000",Unknown,Unknown,Western Africa,2
4438,43896,US-Mexico Border,2017-10-20,2017,Oct,1,0,1,1,1,1,1,Drowning,"RÃ­o Bravo, near Kickapoo Casino, Eagle Pass, Maverick County, Texas",ZÃ³calo,"28.608024008241, -100.444028174620",Central America to US,http://bit.ly/2xYUPdm,Northern America,1
4439,44209,North Africa,2017-10-20,2017,Oct,2,0,2,1,1,2,1,harsh_weather,"Kufra, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),"21.856858600000, 23.311238900000",Unknown,Unknown,Northern Africa,2
4440,43955,US-Mexico Border,2017-10-20,2017,Oct,1,0,1,1,1,1,1,Unknown,"Pima County, Arizona, USA",Pima County Office of the Medical Examiner,"31.836883100000, -111.322463400000",Central America to US,http://www.humaneborders.info/,Northern America,5
4441,43959,US-Mexico Border,2017-10-19,2017,Oct,1,0,1,1,1,1,1,Hypothermia,"Pima County, Arizona, USA",Pima County Office of the Medical Examiner,"31.482611200000, -111.445179800000",Central America to US,http://www.humaneborders.info/,Northern America,5
4442,44206,North Africa,2017-10-19,2017,Oct,3,0,3,1,1,3,1,Unknown,"Unspecified location in the Sahara desert, Sudan",Mixed Migration Monitoring Mechanism Initiative (4Mi),"27.487792970000, 17.529148060000",Unknown,Unknown,Northern Africa,2
4443,43891,Mediterranean,2017-10-19,2017,Oct,1,0,1,1,1,1,1,Presumed drowning,"Body retrieved in Al Maya, west of Tripoli, Libya",IOM Libya,"32.826545914138, 12.898626708984",Central Mediterranean,Unknown,Uncategorized,4
4444,44205,North Africa,2017-10-19,2017,Oct,1,0,1,1,1,1,1,Accident,"Unspecified location in the Sahara desert, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),"14.238281250000, 24.557428430000",Unknown,Unknown,Northern Africa,2
4445,44204,Sub-Saharan Africa,2017-10-19,2017,Oct,2,0,2,1,1,1,2,harsh_weather,"Malanville, Benin, near border with Niger",Mixed Migration Monitoring Mechanism Initiative (4Mi),"3.384247300000, 11.863333200000",Unknown,Unknown,Western Africa,2
4446,43871,Central America,2017-10-18,2017,Oct,1,0,1,1,1,1,1,Accident,"Train tracks between Calle Cristobal ColÃ³n and 20 de Noviembre, Coatzacoalcos, Veracruz, Mexico",Presencia,"18.126359983090, -94.470228552818",Central America to US,http://bit.ly/2kZzvyB,Central America,1
4447,44203,North Africa,2017-10-18,2017,Oct,3,0,3,1,1,1,1,harsh_weather,"Unspecified location in the Sahara desert, Egypt",Mixed Migration Monitoring Mechanism Initiative (4Mi),"25.312500000000, 28.623404920000",Unknown,Unknown,Northern Africa,2
4448,44202,Sub-Saharan Africa,2017-10-18,2017,Oct,6,0,6,1,1,1,1,Accident,"Dao, Niger",Mixed Migration Monitoring Mechanism Initiative (4Mi),"13.533333000000, 20.566667000000",Unknown,Unknown,Western Africa,2
4449,44201,North Africa,2017-10-17,2017,Oct,1,0,1,1,1,1,1,Health Condition,"Sahara desert, Sudan, near the border with Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),"25.114746090000, 20.828330650000",Unknown,Unknown,Northern Africa,2
4450,49510,South Asia,2017-10-17,2017,Oct,1,0,1,1,1,1,1,Accident,"Nimruz province, Afghanistan",Mixed Migration Monitoring Mechanism Initiative (4mi),"30.165527000000, 61.831769000000",Unknown,http://www.mixedmigration.org/4mi/,South Asia,2
4451,49509,South Asia,2017-10-17,2017,Oct,1,0,1,1,1,1,1,Accident,"Nimruz province, Afghanistan",Mixed Migration Monitoring Mechanism Initiative (4mi),"30.438965000000, 61.805300000000",Unknown,http://www.mixedmigration.org/4mi/,South Asia,2
4452,44200,North Africa,2017-10-16,2017,Oct,2,0,2,1,2,1,1,Accident,"Unspecified location in the Sahara desert, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),"12.919921880000, 24.537441720000",Unknown,Unknown,Northern Africa,2
4453,44199,North Africa,2017-10-16,2017,Oct,6,0,6,1,1,1,1,Starvation,"Sabha, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),"14.429023600000, 27.036540600000",Unknown,Unknown,Northern Africa,2
4454,43866,Southeast Asia,2017-10-16,2017,Oct,11,30,41,24,5,1,6,Drowning,"Naf River, near Shah Porir Dwip, Bangladesh",IOM Bangladesh,"20.762367521413, 92.350844010742",Unknown,"http://bit.ly/2kS9ocH, http://bit.ly/2ztSLr8, https://twitter.com/IOMBangladesh/status/919911895926063105",South-eastern Asia,4
4455,43870,Mediterranean,2017-10-16,2017,Oct,1,0,1,1,1,1,1,Presumed drowning,Off the coast of Tunisia,IOM Tunisia,"34.594243427134, 10.653553136719",Central Mediterranean,Unknown,Uncategorized,4
4456,43982,Europe,2017-10-16,2017,Oct,1,0,1,1,1,1,1,Accident,"N-II motorway, near La Jonquera, Girona, Spain, at the border with France",Diari de Girona,"42.418132400000, 2.873921900000",Unknown,"http://bit.ly/2zSM4lu, http://bit.ly/2iy4yh5",Southern Europe,3
4457,44198,Sub-Saharan Africa,2017-10-15,2017,Oct,15,0,15,1,1,1,1,Accident,"SÃ©guÃ©dine, Niger",Mixed Migration Monitoring Mechanism Initiative (4Mi),"12.583000000000, 20.113100000000",Unknown,Unknown,Western Africa,2
4458,43865,Caribbean,2017-10-15,2017,Oct,1,37,37,13,1,1,1,Presumed drowning,"Near La Tortue Island, Haiti","IOM Haiti, Haitian Directorate for Civil Protection, Ministry of Interior","20.183817495247, -72.641399188282",Unknown,"http://bit.ly/2kXAX4n, http://bit.ly/2zvI87f, http://bit.ly/2yknQ2D, http://bit.ly/2xIpdE1",Caribbean,4
4459,44197,Sub-Saharan Africa,2017-10-15,2017,Oct,7,0,7,1,1,1,1,harsh_weather,"Outside SÃ©guÃ©dine, Niger",Mixed Migration Monitoring Mechanism Initiative (4Mi),"12.611181640000, 20.319033320000",Unknown,Unknown,Western Africa,2
4460,43864,Mediterranean,2017-10-15,2017,Oct,1,0,1,23,1,1,1,Presumed drowning,"Off the coast of Sidi Hmed beach, Sfax, Tunisia",IOM Tunisia,"34.277715802156, 12.123413085938",Central Mediterranean,Unknown,Uncategorized,4
4461,44196,Sub-Saharan Africa,2017-10-15,2017,Oct,2,0,2,1,1,2,1,Starvation,"Gao, Mali",Mixed Migration Monitoring Mechanism Initiative (4Mi),"-0.027986700000, 16.263980700000",Unknown,Unknown,Western Africa,2
4462,43869,Middle East,2017-10-15,2017,Oct,2,0,2,1,1,2,1,Murdered,"Syrian/Turkish border, Al-Dorriyeh, near Darkoush, Jisr al-Shughur district, Idlib province",Syrian Observatory for Human Rights,"36.003232158569, 36.369436184473",Unknown,http://www.syriahr.com/en/?p=76290,Western Asia,4
4463,44195,North Africa,2017-10-14,2017,Oct,3,0,3,1,1,3,1,Starvation,Egypt-Libya border,Mixed Migration Monitoring Mechanism Initiative (4Mi),"24.981536870000, 30.664494070000",Unknown,Unknown,Northern Africa,2
4464,44194,Sub-Saharan Africa,2017-10-14,2017,Oct,1,0,1,1,1,1,1,harsh_weather,"Diffa, Niger",Mixed Migration Monitoring Mechanism Initiative (4Mi),"12.615880300000, 13.313247200000",Unknown,Unknown,Western Africa,2
4465,44193,Sub-Saharan Africa,2017-10-14,2017,Oct,1,0,1,1,1,1,1,Health Condition,"Agadez, Niger",Mixed Migration Monitoring Mechanism Initiative (4Mi),"7.986535000000, 16.974168900000",Unknown,Unknown,Western Africa,2
4466,44532,South Asia,2017-10-13,2017,Oct,1,0,1,1,1,1,1,Accident,"Sarwan, Sistan and Baluchestan province, Iran",IOM Afghanistan,"27.352603300000, 62.344781500000",Unknown,Unknown,Southern Asia,4
4467,43898,Mediterranean,2017-10-13,2017,Oct,28,0,28,1,1,1,1,Presumed drowning,"Bodies retrieved in Al Khums, Libya",IOM Libya,"32.657872602092, 14.283128929297",Central Mediterranean,Unknown,Uncategorized,4
4468,44192,Sub-Saharan Africa,2017-10-13,2017,Oct,1,0,1,1,1,1,1,Accident,"SÃ©guÃ©dine, Niger",Mixed Migration Monitoring Mechanism Initiative (4Mi),"12.583000000000, 20.113100000000",Unknown,Unknown,Western Africa,2
4469,44191,Sub-Saharan Africa,2017-10-13,2017,Oct,1,0,1,1,1,1,1,Accident,"Unspecified location in the Sahara desert, Niger",Mixed Migration Monitoring Mechanism Initiative (4Mi),"12.260742190000, 22.452283420000",Unknown,Unknown,Western Africa,2
4470,44526,South Asia,2017-10-12,2017,Oct,1,0,1,1,1,1,1,Murdered,"Kerman province, Iran",IOM Afghanistan,"29.485008900000, 57.643904800000",Unknown,Unknown,Southern Asia,4
4471,44524,South Asia,2017-10-12,2017,Oct,1,0,1,1,1,1,1,Accident,"Sarwan, Sistan and Baluchestan province, Iran",IOM Afghanistan,"27.352603300000, 62.344781500000",Unknown,Unknown,Southern Asia,4
4472,43862,US-Mexico Border,2017-10-11,2017,Oct,1,0,1,1,1,1,1,Drowning,"Rio Bravo, El Patinadero, Parque Viveros, Nuevo Laredo, Tamaulipas, Mexico",PeriÃ³dico Correo,"27.477238680755, -99.480783750757",Central America to US,http://bit.ly/2hCyd7D,Central America,1
4473,44595,Mediterranean,2017-10-11,2017,Oct,4,0,4,1,1,1,1,Presumed drowning,"Bodies recovered off the coast of Sfax, Tunisia",IOM Tunisia,"34.830052608625, 10.869882881250",Central Mediterranean,Unknown,Uncategorized,4
4474,44190,Sub-Saharan Africa,2017-10-10,2017,Oct,1,0,1,1,1,1,1,Starvation,Unspecified location in Chad,Mixed Migration Monitoring Mechanism Initiative (4Mi),"18.732207000000, 15.454166000000",Unknown,Unknown,Central Africa,2
4475,43863,Sub-Saharan Africa,2017-10-10,2017,Oct,1,0,1,1,1,1,1,Killed,"Border of Zimbabwe and South Africa, near Beitbridge, Zimbabwe",The Chronicle,"-22.225918768020, 29.993859147021",Unknown,http://bit.ly/2z4R8PD,Southern Africa,1
4476,43895,Sub-Saharan Africa,2017-10-09,2017,Oct,11,0,11,7,1,1,1,Accident,"Tsangano, Tete province, Mozambique, at the border with Malawi",Agence de Presse Africaine (APA),"-15.366579791470, 34.449139427344",Unknown,http://bit.ly/2itCC0L,Eastern Africa,1
4477,43855,Southeast Asia,2017-10-08,2017,Oct,15,16,31,19,7,8,11,Drowning,"Naf River, near Golar Para Char, Bangladesh",IOM Bangladesh,"20.774733035647, 92.345774132324",Unknown,http://bit.ly/2y9SRW3,South-eastern Asia,4
4478,44188,Sub-Saharan Africa,2017-10-08,2017,Oct,1,0,1,1,1,1,1,Unknown,"Bamako, Mali",Mixed Migration Monitoring Mechanism Initiative (4Mi),"-8.002889200000, 12.639231600000",Unknown,Unknown,Western Africa,2
4479,43861,US-Mexico Border,2017-10-08,2017,Oct,1,0,1,1,1,1,1,Accident,"Train tracks between Uvalde and Hondo, Uvalde County, Texas, USA",ZÃ³calo,"29.250130481958, -99.748059074316",Central America to US,http://bit.ly/2y7B1Uo,Northern America,1
4480,43860,US-Mexico Border,2017-10-08,2017,Oct,1,0,1,1,1,1,1,Drowning,"RÃ­o Bravo, near Rancho El Progreso, Nuevo Laredo, Tamaulipas, Mexico",LÃ­der Web,"27.508614972759, -99.526001424365",Central America to US,http://bit.ly/2g7JRe3,Central America,1
4481,43859,Europe,2017-10-08,2017,Oct,1,0,1,2,1,1,1,Accident,"Outside GemÃ¼nden am Main, Bavaria, Germany",Suddeutsche Zeitung,"50.050562769818, 9.699000771906",Unknown,http://bit.ly/2ybuhoN,Western Europe,1
4482,43857,Mediterranean,2017-10-08,2017,Oct,46,3,49,38,1,8,1,Drowning,"54 km off El Ataya beach in Kerkennah Island, Tunisia",IOM Tunisia,"34.757813062277, 11.747713028906",Central Mediterranean,http://bit.ly/2z1cmho,Uncategorized,4
4483,43856,Central America,2017-10-08,2017,Oct,1,0,1,1,1,1,1,Accident,"Train tracks, Bulevar Vito Alessio Robles, Saltillo, Coahuila, Mexico",ZÃ³calo,"25.454966059163, -100.999726805530",Central America to US,http://bit.ly/2g45ufg,Central America,1
4484,44189,North Africa,2017-10-08,2017,Oct,1,0,1,1,1,1,1,Murdered,"Unspecified location in the Sahara desert, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),"15.578613280000, 25.215191680000",Unknown,Unknown,Northern Africa,2
4485,44187,North Africa,2017-10-07,2017,Oct,2,0,2,1,2,1,1,Unknown,"Unspecified location in the Sahara desert, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),"14.062500000000, 25.195311080000",Unknown,Unknown,Northern Africa,2
4486,44186,Sub-Saharan Africa,2017-10-07,2017,Oct,3,0,3,1,1,1,1,Accident,"Malanville, Benin, near border with Niger",Mixed Migration Monitoring Mechanism Initiative (4Mi),"3.384247300000, 11.863333200000",Unknown,Unknown,Western Africa,2
4487,43961,US-Mexico Border,2017-10-07,2017,Oct,1,0,1,1,1,1,1,Unknown,"Pima County, Arizona, USA",Pima County Office of the Medical Examiner,"32.163190400000, -112.998958600000",Central America to US,http://www.humaneborders.info/,Northern America,5
4488,44518,South Asia,2017-10-05,2017,Oct,1,0,1,1,1,1,1,Accident,"Serjan, Kerman province, Iran",IOM Afghanistan,"29.458667600000, 55.671405100000",Unknown,Unknown,Southern Asia,4
4489,44516,South Asia,2017-10-05,2017,Oct,1,0,1,1,1,1,1,Accident,"Sarwan, Sistan and Baluchestan province, Iran",IOM Afghanistan,"27.352603300000, 62.344781500000",Unknown,Unknown,Southern Asia,4
4490,43854,US-Mexico Border,2017-10-04,2017,Oct,1,0,1,1,1,1,1,Unknown,"Inside tractor trailer at Falfurrias Checkpoint on U.S. 281, Brooks Country, Texas, USA",South Texas Human Rights Center / El MaÃ±ana,"27.205072600000, -98.156500900000",Central America to US,"http://bit.ly/2y5nxpN, http://bit.ly/2hYgYS4",Northern America,4
4491,43849,Central America,2017-10-04,2017,Oct,1,0,1,1,1,1,1,Accident,"Train tracks between Calle Felipe BerriozÃ¡bal and Calle Ramos Arizpe, Saltillo, Coahuila, Mexico",Vanguardia,"25.413053000000, -101.024833400000",Central America to US,"http://bit.ly/2wyrqly, http://bit.ly/2xTcO4j",Central America,3
4492,43848,Mediterranean,2017-10-03,2017,Oct,1,68,68,1,1,1,1,Presumed drowning,"Off the coast of Tripoli, Libya",IOM Libya,"33.435577757609, 13.213310956250",Central Mediterranean,Unknown,Uncategorized,4
4493,43960,US-Mexico Border,2017-10-03,2017,Oct,1,0,1,1,1,1,1,Unknown,"Pima County, Arizona, USA",Pima County Office of the Medical Examiner,"31.827095600000, -111.360700900000",Central America to US,http://humaneborders.info/,Northern America,5
4494,44185,Sub-Saharan Africa,2017-10-03,2017,Oct,6,0,6,1,6,1,1,Health Condition,"Desert outside Agadez, Niger",Mixed Migration Monitoring Mechanism Initiative (4Mi),"8.294152188000, 17.152714960000",Unknown,Unknown,Western Africa,2
4495,44514,South Asia,2017-10-02,2017,Oct,1,0,1,1,1,1,1,Accident,"Iranshahr, Sistan and Baluchestan province, Iran",IOM Afghanistan,"27.201200000000, 60.686581700000",Unknown,Unknown,Southern Asia,4
4496,44513,South Asia,2017-10-02,2017,Oct,1,0,1,1,1,1,1,Accident,"Iranshahr, Sistan and Baluchestan province, Iran",IOM Afghanistan,"27.201200000000, 60.686581700000",Unknown,Unknown,Southern Asia,4
4497,44184,Sub-Saharan Africa,2017-10-02,2017,Oct,3,0,3,1,3,1,1,Health Condition,"Agadez, Niger",Mixed Migration Monitoring Mechanism Initiative (4Mi),"7.986535000000, 16.974168900000",Unknown,Unknown,Western Africa,2
4498,44509,South Asia,2017-10-01,2017,Oct,1,0,1,1,1,1,1,Murdered,"Mirjaveh, Sistan and Baluchestan province, Iran",IOM Afghanistan,"29.016152100000, 61.449384200000",Unknown,Unknown,Southern Asia,4
4499,43835,Mediterranean,2017-10-01,2017,Oct,1,0,1,1,1,1,1,Unknown,Unspecified location between Libya and Italy,IOM Italy,"34.399491539041, 13.623046875000",Central Mediterranean,Unknown,Uncategorized,4
4500,43847,Sub-Saharan Africa,2017-10-01,2017,Oct,3,0,3,7,2,1,2,Drowning,"Bodies retrieved in Petite Terre and Longoni, Mayotte, France","IOM Madagascar, Le Journal de Mayotte","-12.724992965047, 45.161448734888",Unknown,"http://bit.ly/2gebEpT, http://bit.ly/2y2SYTR",Eastern Africa,4
4501,43853,US-Mexico Border,2017-10-01,2017,Oct,1,0,1,1,1,1,1,Unknown,"Near La Grulla, Starr County, Texas, USA",KZTV Action 10 News ,"26.255660044694, -98.663896753564",Central America to US,http://bit.ly/2wC8yCp,Northern America,1
4502,44596,Mediterranean,2017-10-01,2017,Oct,3,0,3,1,1,2,1,Crushed,"Unspecified location between Sabratha, Libya and Italy",UNHCR Italy,"33.175092581861, 12.476987920312",Central Mediterranean,Unknown,Uncategorized,4
4503,44510,South Asia,2017-10-01,2017,Oct,1,0,1,1,1,1,1,Accident,"Kerman province, Iran",IOM Afghanistan,"29.485008900000, 57.643904800000",Unknown,Unknown,Southern Asia,4
4504,43836,Mediterranean,2017-10-01,2017,Oct,2,0,2,1,1,1,1,Unknown,Unspecified location between Libya and Italy,IOM Italy,"33.890315995891, 13.117675802205",Central Mediterranean,Unknown,Uncategorized,4
4505,44182,North Africa,2017-09-30,2017,Sep,6,0,6,1,1,1,1,harsh_weather,"Unspecified location in the Sahara desert, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),"22.741699220000, 29.277115800000",Unknown,http://www.mixedmigration.org/4mi/,Northern Africa,2
4506,43868,Mediterranean,2017-09-30,2017,Sep,1,0,1,1,1,1,1,Drowning,"Off the coast of Zarzis, Tunisia",Radio Med Tunisie,"33.507538772679, 11.156813950781",Central Mediterranean,"http://bit.ly/2yzj40O, http://bit.ly/2yTxda8",Uncategorized,3
4507,44685,Middle East,2017-09-30,2017,Sep,6,0,6,1,1,4,2,Murdered,"Syria-Turkey border at al-Dirriyah, Daraa Governorate, Syria",Human Rights Watch,"36.001165725027, 36.286329491357",Unknown,https://bit.ly/2IFZjr8,Western Asia,4
4508,44181,Horn of Africa,2017-09-30,2017,Sep,1,0,1,1,1,1,1,Health Condition,"Dhobley, Somalia",Mixed Migration Monitoring Mechanism Initiative (4Mi),"41.010032270000, 0.431306712000",Unknown,Unknown,Northern Africa,2
4509,44180,North Africa,2017-09-30,2017,Sep,2,0,2,1,1,1,1,Accident,"Benghazi, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),"20.086790900000, 32.119424200000",Unknown,Unknown,Northern Africa,2
4510,44506,South Asia,2017-09-30,2017,Sep,1,0,1,1,1,1,1,Accident,"Kerman province, Iran",IOM Afghanistan,"29.485008900000, 57.643904800000",Unknown,Unknown,Southern Asia,4
4511,44594,North Africa,2017-09-30,2017,Sep,6,0,6,1,1,1,1,harsh_weather,"Sahara Desert, between Khartoum, Sudan and Tripoli, Libya",MHub,"24.597461431330, 21.593518782441",Unknown,Unknown,Northern Africa,2
4512,44183,North Africa,2017-09-30,2017,Sep,1,0,1,1,1,1,1,Accident,"Unspecified location in the Sahara desert, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),"14.677734380000, 24.956491290000",Unknown,Unknown,Northern Africa,2
4513,49459,South Asia,2017-09-29,2017,Sep,1,0,1,1,1,1,1,Starvation,"Nimruz province, Afghanistan",Mixed Migration Monitoring Mechanism Initiative (4mi),"31.308205000000, 61.925857000000",Unknown,http://www.mixedmigration.org/4mi/,Southern Asia,2
4514,43832,Central America,2017-09-29,2017,Sep,1,0,1,11,1,1,1,Murdered,"La Virgen, Rivas, Nicaragua","El Heraldo, NNN, Radio La Primerisima","11.372922350072, -85.757823780287",Central America to US,"http://bit.ly/2hGCH0S, http://bit.ly/2hFuFoJ, http://bit.ly/2xKWLTs",Central America,3
4515,44179,Sub-Saharan Africa,2017-09-29,2017,Sep,2,0,2,1,1,2,1,Murdered,"Bambara Maounde, Mali",Mixed Migration Monitoring Mechanism Initiative (4Mi),"-2.785450200000, 15.849390900000",Unknown,Unknown,Western Africa,2
4516,44178,US-Mexico Border,2017-09-29,2017,Sep,1,0,1,1,1,1,1,Unknown,"44320 W Sevenmile Road, Sullivan City, Hidalgo County, Texas, USA",Hidalgo County Sheriff's Office,"26.344780500000, -98.514197700000",Central America to US,Unknown,Northern America,5
4517,49461,South Asia,2017-09-29,2017,Sep,3,0,3,1,1,3,1,Health Condition,"Sistan and Baluchestan Province Iran, near border with Pakistan",Mixed Migration Monitoring Mechanism Initiative (4mi),"30.377109000000, 61.328805000000",Unknown,http://www.mixedmigration.org/4mi/,Southern Asia,2
4518,49460,South Asia,2017-09-29,2017,Sep,4,0,4,1,1,4,1,Unknown,"Sistan and Baluchestan Province Iran, near border with Pakistan",Mixed Migration Monitoring Mechanism Initiative (4mi),"30.362316000000, 60.438510000000",Unknown,http://www.mixedmigration.org/4mi/,Southern Asia,2
4519,44176,Sub-Saharan Africa,2017-09-28,2017,Sep,3,0,3,1,1,2,2,Starvation,"Paga, Ghana, near border with Burkina Faso",Mixed Migration Monitoring Mechanism Initiative (4Mi),"-1.111321600000, 10.995639800000",Unknown,Unknown,Western Africa,2
4520,44175,North Africa,2017-09-28,2017,Sep,1,0,1,1,1,1,1,Accident,"Bani Walid, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),"14.053676000000, 31.797583100000",Unknown,Unknown,Northern Africa,2
4521,43831,Southeast Asia,2017-09-28,2017,Sep,23,40,63,17,7,1,15,Drowning,"Off the coast of Shamlapur, Ukhiya Upazila, Bangladesh",IOM Bangladesh,"21.073648581045, 92.129179612598",Unknown,http://bit.ly/2xCT8lc,South-eastern Asia,4
4522,43830,Mediterranean,2017-09-28,2017,Sep,1,0,1,5,1,1,1,Unknown,"Hospital in Kastellorizo Island, Greece, after boat capsized off the coast of the island",IOM Greece,"36.144480100000, 29.586158100000",Eastern Mediterranean,"http://nyti.ms/2k4PLO5, http://www.hcg.gr/node/16113",Uncategorized,4
4523,44177,North Africa,2017-09-28,2017,Sep,4,0,4,1,1,1,1,Unknown,"Sahara desert outside Atbara, Sudan",Mixed Migration Monitoring Mechanism Initiative (4Mi),"34.101562500000, 17.897809670000",Unknown,Unknown,Northern Africa,2
4524,44174,North Africa,2017-09-27,2017,Sep,2,0,2,1,1,1,1,Starvation,"Benghazi, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),"20.086790900000, 32.119424200000",Unknown,Unknown,Northern Africa,2
4525,43858,Europe,2017-09-27,2017,Sep,1,0,1,1,1,1,1,Accident,"A28 motorway, near Abbeville, Somme, France",Le Figaro,"50.131333408968, 1.809367179688",Unknown,http://bit.ly/2yFDfuS,Western Europe,1
4526,44360,Europe,2017-09-26,2017,Sep,1,0,1,1,1,1,1,Hypoglycemia,"Serbia-Romania border, near Jimbolia","Jurnal Lul, Press Alert","45.788895280257, 20.691360234766",Western Balkans,"http://bit.ly/2BDqAWr, http://bit.ly/2npS8JT",Eastern Europe,2
4527,49504,South Asia,2017-09-26,2017,Sep,3,0,3,1,1,1,1,Starvation,"Sistan and Baluchestan Province, Iran",Mixed Migration Monitoring Mechanism Initiative (4mi),"28.420650000000, 62.188709000000",Unknown,http://www.mixedmigration.org/4mi/,South Asia,2
4528,44173,North Africa,2017-09-26,2017,Sep,2,0,2,1,1,2,1,Accident,"Atbara, Sudan",Mixed Migration Monitoring Mechanism Initiative (4Mi),"34.008439500000, 17.701452500000",Unknown,Unknown,Northern Africa,2
4529,44172,Sub-Saharan Africa,2017-09-26,2017,Sep,2,0,2,1,1,2,1,Murdered,"Agadez, Niger",Mixed Migration Monitoring Mechanism Initiative (4Mi),"7.986535000000, 16.974168900000",Unknown,Unknown,Western Africa,2
4530,43828,Middle East,2017-09-25,2017,Sep,3,0,3,7,1,1,1,Murdered,"DoÄubeyazÄ±t district, AÄrÄ± province, Turkey",Hurriyet,"39.547074000000, 44.068778000000",Unknown,http://bit.ly/2jZLk7c,Western Asia,1
4531,43958,US-Mexico Border,2017-09-25,2017,Sep,1,0,1,1,1,1,1,Unknown,"Pima County, Arizona, USA",Pima County Office of the Medical Examiner,"32.232132700000, -111.508372900000",Central America to US,http://humaneborders.info/,Northern America,5
4532,44171,Sub-Saharan Africa,2017-09-25,2017,Sep,1,0,1,1,1,1,1,harsh_weather,"Madamma, Niger, near the border with Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),"13.626142400000, 21.935449900000",Unknown,Unknown,Western Africa,2
4533,43829,Middle East,2017-09-25,2017,Sep,1,0,1,5,1,1,1,Killed,"Derecik border outpost, Åemdinli district, Hakkari province, Turkey, near the border with Iraq",Daily Sabah,"37.072423000000, 44.324348000000",Unknown,"http://bit.ly/2ysqksa, http://bit.ly/2jZLk7c",Western Asia,3
